"STATION","DATE","REPORT_TYPE","SOURCE","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyRelativeHumidity","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindSpeed"
"USW00023055","2015-01-28T04:51:00","FM-15","343","36","49","0.00","61.0","43","220.0","14"
"USW00023055","2015-01-28T05:51:00","FM-15","343","37","46","0.00","71.0","42","240.0","14"
"USW00023055","2015-01-28T06:51:00","FM-15","343","38","46","0.00","73.0","42","250.0","13"
"USW00023055","2015-01-28T07:51:00","FM-15","343","39","49","0.00","69.0","44","230.0","14"
"USW00023055","2015-01-28T08:51:00","FM-15","343","40","47","0.00","77.0","44","240.0","16"
"USW00023055","2015-01-28T09:51:00","FM-15","343","39","47","0.00","74.0","43","210.0","15"
"USW00023055","2015-01-28T10:51:00","FM-15","343","40","52","0.00","64.0","46","250.0","11"
"USW00023055","2015-01-28T11:51:00","FM-15","343","41","59","0.00","51.0","49","230.0","16"
"USW00023055","2015-01-28T12:51:00","FM-15","343","39","65","0.00","39.0","51","250.0","20"
"USW00023055","2015-01-28T13:51:00","FM-15","343","39","67","0.00","36.0","52","240.0","20"
"USW00023055","2015-01-28T14:51:00","FM-15","343","39","68","0.00","35.0","52","VRB","21"
"USW00023055","2015-01-28T15:51:00","FM-15","343","38","69","0.00","32.0","52","260.0","29"
"USW00023055","2015-01-28T16:51:00","FM-15","343","37","67","0.00","33.0","51","250.0","24"
"USW00023055","2015-01-28T17:51:00","FM-15","343","35","63","0.00","35.0","49","240.0","16"
"USW00023055","2015-01-28T18:51:00","FM-15","343","33","59","0.00","38.0","46","240.0","17"
"USW00023055","2015-01-28T19:51:00","FM-15","343","32","57","0.00","39.0","45","260.0","17"
"USW00023055","2015-01-28T20:51:00","FM-15","343","32","58","0.00","38.0","45","260.0","20"
"USW00023055","2015-01-28T21:51:00","FM-15","343","33","59","0.00","38.0","46","280.0","17"
"USW00023055","2015-01-28T22:51:00","FM-15","343","34","56","0.00","44.0","45","260.0","16"
"USW00023055","2015-01-28T23:51:00","FM-15","343","34","56","0.00","44.0","45","260.0","9"
"USW00023055","2015-01-29T00:00:00","SOD",,,,,,,,
"USW00023055","2015-01-29T00:51:00","FM-15","343","34","54","0.00","47.0","44","250.0","14"
"USW00023055","2015-01-29T01:51:00","FM-15","343","34","53","0.00","48.0","44","250.0","7"
"USW00023055","2015-01-29T02:51:00","FM-15","343","33","53","0.00","47.0","43",,"6"
"USW00023055","2015-01-29T03:51:00","FM-15","343","33","54","0.00","45.0","44","240.0","6"
"USW00023055","2015-01-29T04:51:00","FM-15","343","27","58","0.00","31.0","44","10.0","5"
"USW00023055","2015-01-29T05:51:00","FM-15","343","24","53","0.00","32.0","40","40.0","14"
"USW00023055","2015-01-29T06:51:00","FM-15","343","29","50","0.00","44.0","40","60.0","25"
"USW00023055","2015-01-29T07:51:00","FM-15","343","31","46","0.00","56.0","39","60.0","28"
"USW00023055","2015-01-29T08:51:00","FM-15","343","31","56","0.00","39.0","44","50.0","18"
"USW00023055","2015-01-29T09:51:00","FM-15","343","33","55","0.00","44.0","44","70.0","26"
"USW00023055","2015-01-29T10:51:00","FM-15","343","31","52","0.00","45.0","42","50.0","41"
"USW00023055","2015-01-29T11:51:00","FM-15","343","31","49","0.00","50.0","41","60.0","43"
"USW00023055","2015-01-29T12:51:00","FM-15","343","31","49","0.00","50.0","41","50.0","45"
"USW00023055","2015-01-29T13:51:00","FM-15","343","31","50","0.00","48.0","41","60.0","38"
"USW00023055","2015-01-29T14:51:00","FM-15","343","31","47","0.00","54.0","40","60.0","37"
"USW00023055","2015-01-29T15:51:00","FM-15","343","31","46","T","56.0","39","60.0","45"
"USW00023055","2015-01-29T16:51:00","FM-15","343","32","45","T","61.0","39","50.0","44"
"USW00023055","2015-01-29T17:51:00","FM-15","343","31","44","T","60.0","38","60.0","43"
"USW00023055","2015-01-29T18:51:00","FM-15","343","33","41","T","73.0","37","50.0","38"
"USW00023055","2015-01-29T19:51:00","FM-15","343","35","39","T","86.0","37","50.0","38"
"USW00023055","2015-01-29T20:51:00","FM-15","343","35","38","T","89.0","37","50.0","37"
"USW00023055","2015-01-29T21:51:00","FM-15","343","34","38","T","86.0","36","40.0","40"
"USW00023055","2015-01-29T22:51:00","FM-15","343","35","36","T","97.0","36","50.0","37"
"USW00023055","2015-01-29T23:02:00","FM-16","343","35","36","T","97.0","36","60.0","37"
"USW00023055","2015-01-29T23:25:00","FM-16","343","35","36","T","97.0","36","50.0","39"
"USW00023055","2015-01-29T23:30:00","FM-16","343","35","35","T","100.0","35","50.0","40"
"USW00023055","2015-01-29T23:35:00","FM-16","343","34","35","T","96.0","35","50.0","41"
"USW00023055","2015-01-29T23:40:00","FM-16","343","34","35","T","96.0","35","50.0","38"
"USW00023055","2015-01-29T23:46:00","FM-16","343","34","36",,"93.0","35","50.0","39"
"USW00023055","2015-01-29T23:47:00","FM-15","343","34","35","0.00","96.0","35","50.0","39"
"USW00023055","2015-01-30T00:00:00","SOD",,,,,,,,
"USW00023055","2015-01-30T00:23:00","FM-16","343","33","34","T","97.0","34","50.0","39"
"USW00023055","2015-01-30T00:30:00","FM-16","343","33","34","T","97.0","34","50.0","37"
"USW00023055","2015-01-30T00:51:00","FM-15","343","33","34","0.00","97.0","34","50.0","37"
"USW00023055","2015-01-30T00:55:00","FM-16","343","33","34",,"97.0","34","50.0","40"
"USW00023055","2015-01-30T01:20:00","FM-16","343","33","34",,"97.0","34","60.0","39"
"USW00023055","2015-01-30T01:41:00","FM-16","343","33","34",,"97.0","34","50.0","38"
"USW00023055","2015-01-30T01:51:00","FM-15","343","32","35","0.00","89.0","34","40.0","40"
"USW00023055","2015-01-30T02:51:00","FM-15","343","29","35","0.00","78.0","33","50.0","44"
"USW00023055","2015-01-30T03:51:00","FM-15","343","26","35","T","70.0","31","40.0","40"
"USW00023055","2015-01-30T04:49:00","FM-16","343","27","34",,"75.0","31","50.0","41"
"USW00023055","2015-01-30T04:51:00","FM-15","343","28","33","T","82.0","31","50.0","43"
"USW00023055","2015-01-30T05:13:00","FM-16","343","28","32","T","85.0","30","50.0","43"
"USW00023055","2015-01-30T05:41:00","FM-16","343","28","32","T","85.0","30","50.0","43"
"USW00023055","2015-01-30T05:51:00","FM-15","343","28","32","0.01","85.0","30","50.0","46"
"USW00023055","2015-01-30T05:59:00","FM-16","343","28","32","T","85.0","30","50.0","45"
"USW00023055","2015-01-30T06:51:00","FM-15","343","29","31","T","92.0","30","50.0","45"
"USW00023055","2015-01-30T07:05:00","FM-16","343","28","31","T","89.0","30","50.0","44"
"USW00023055","2015-01-30T07:46:00","FM-16","343","27","30","T","86.0","29","40.0","43"
"USW00023055","2015-01-30T07:51:00","FM-15","343","27","31","0.01","85.0","29","50.0","44"
"USW00023055","2015-01-30T08:13:00","FM-16","343","28","31","T","89.0","30","40.0","45"
"USW00023055","2015-01-30T08:49:00","FM-16","343","28","30",,"93.0","29","50.0","47"
"USW00023055","2015-01-30T08:51:00","FM-15","343","29","31","T","92.0","30","50.0","46"
"USW00023055","2015-01-30T09:17:00","FM-16","343","29","31","T","92.0","30","50.0","40"
"USW00023055","2015-01-30T09:51:00","FM-15","343","29","31","0.00","92.0","30","60.0","46"
"USW00023055","2015-01-30T09:54:00","FM-16","343","29","31",,"92.0","30","60.0","45"
"USW00023055","2015-01-30T09:59:00","FM-16","343","30","31",,"96.0","31","50.0","45"
"USW00023055","2015-01-30T10:07:00","FM-16","343","30","31",,"96.0","31","60.0","43"
"USW00023055","2015-01-30T10:49:00","FM-16","343","30","30",,"100.0","30","60.0","39"
"USW00023055","2015-01-30T10:51:00","FM-15","343","30","31","0.00","96.0","31","50.0","38"
"USW00023055","2015-01-30T10:56:00","FM-16","343","30","31",,"96.0","31","50.0","40"
"USW00023055","2015-01-30T11:04:00","FM-16","343","30","31",,"96.0","31","50.0","38"
"USW00023055","2015-01-30T11:33:00","FM-16","343","30","31",,"96.0","31","60.0","36"
"USW00023055","2015-01-30T11:43:00","FM-16","343","30","31",,"96.0","31","50.0","34"
"USW00023055","2015-01-30T11:47:00","FM-16","343","30","30",,"100.0","30","60.0","38"
"USW00023055","2015-01-30T11:51:00","FM-15","343","30","31","0.00","96.0","31","50.0","39"
"USW00023055","2015-01-30T12:01:00","FM-16","343","31","32",,"96.0","32","70.0","36"
"USW00023055","2015-01-30T12:12:00","FM-16","343","31","32",,"96.0","32","50.0","36"
"USW00023055","2015-01-30T12:51:00","FM-15","343","31","32","0.00","96.0","32","50.0","31"
"USW00023055","2015-01-30T13:51:00","FM-15","343","32","33","T","96.0","33","60.0","28"
"USW00023055","2015-01-30T14:09:00","FM-16","343","32","33",,"96.0","33","60.0","28"
"USW00023055","2015-01-30T14:39:00","FM-16","343","32","33",,"96.0","33","70.0","32"
"USW00023055","2015-01-30T14:46:00","FM-16","343","32","32","T","100.0","32","40.0","31"
"USW00023055","2015-01-30T14:51:00","FM-15","343","32","32","T","100.0","32","60.0","32"
"USW00023055","2015-01-30T15:51:00","FM-15","343","32","32","T","100.0","32","60.0","30"
"USW00023055","2015-01-30T16:00:00","FM-16","343","32","32","T","100.0","32","50.0","29"
"USW00023055","2015-01-30T16:51:00","FM-15","343","32","32","0.01","100.0","32","50.0","37"
"USW00023055","2015-01-30T17:34:00","FM-16","343","32","32","T","100.0","32","60.0","30"
"USW00023055","2015-01-30T17:51:00","FM-15","343","32","32","T","100.0","32","60.0","29"
"USW00023055","2015-01-30T18:02:00","FM-16","343","32","32","0.01","100.0","32","60.0","33"
"USW00023055","2015-01-30T18:17:00","FM-16","343","32","32","0.01","100.0","32","60.0","34"
"USW00023055","2015-01-30T18:51:00","FM-15","343","32","32","T","100.0","32","60.0","41"
"USW00023055","2015-01-30T19:51:00","FM-15","343","31","31","0.03","100.0","31","50.0","38"
"USW00023055","2015-01-30T20:26:00","FM-16","343","31","31","T","100.0","31","60.0","36"
"USW00023055","2015-01-30T20:35:00","FM-16","343","31","31","T","100.0","31","50.0","36"
"USW00023055","2015-01-30T20:49:00","FM-16","343","30","30",,"100.0","30","50.0","36"
"USW00023055","2015-01-30T20:51:00","FM-15","343","31","31","0.01","100.0","31","50.0","34"
"USW00023055","2015-01-30T21:03:00","FM-16","343","31","31","T","100.0","31","50.0","34"
"USW00023055","2015-01-30T21:45:00","FM-16","343","32","32","0.01","100.0","32","40.0","32"
"USW00023055","2015-01-30T21:49:00","FM-16","343","32","32",,"100.0","32","40.0","37"
"USW00023055","2015-01-30T21:51:00","FM-15","343","32","32","0.05","100.0","32","40.0","37"
"USW00023055","2015-01-30T21:58:00","FM-16","343","32","32",,"100.0","32","50.0","33"
"USW00023055","2015-01-30T22:23:00","FM-16","343","32","32","T","100.0","32","50.0","28"
"USW00023055","2015-01-30T22:43:00","FM-16","343","32","32","0.02","100.0","32","40.0","26"
"USW00023055","2015-01-30T22:49:00","FM-16","343","32","32",,"100.0","32","50.0","24"
"USW00023055","2015-01-30T22:51:00","FM-15","343","32","32","0.09","100.0","32","60.0","23"
"USW00023055","2015-01-30T23:25:00","FM-16","343","33","33","0.07","100.0","33","50.0","22"
"USW00023055","2015-01-30T23:51:00","FM-15","343","34","34","0.03","100.0","34","60.0","16"
"USW00023055","2015-01-31T00:00:00","SOD",,,,,,,,
"USW00023055","2015-01-31T00:24:00","FM-16","343","34","34","0.01","100.0","34","60.0","17"
"USW00023055","2015-01-31T00:33:00","FM-16","343","34","34","0.02","100.0","34","60.0","18"
"USW00023055","2015-01-31T00:43:00","FM-16","343","34","34","0.03","100.0","34","50.0","22"
"USW00023055","2015-01-31T00:46:00","FM-16","343","34","34","0.03","100.0","34","60.0","23"
"USW00023055","2015-01-31T00:51:00","FM-15","343","34","34","0.02","100.0","34","60.0","26"
"USW00023055","2015-01-31T01:10:00","FM-16","343","35","35","T","100.0","35","60.0","23"
"USW00023055","2015-01-31T01:25:00","FM-16","343","35","35","T","100.0","35","50.0","20"
"USW00023055","2015-01-31T01:35:00","FM-16","343","35","35","0.01","100.0","35","50.0","23"
"USW00023055","2015-01-31T01:42:00","FM-16","343","35","35","0.01","100.0","35","40.0","21"
"USW00023055","2015-01-31T01:49:00","FM-16","343","36","36",,"100.0","36","60.0","18"
"USW00023055","2015-01-31T01:51:00","FM-15","343","35","35","0.01","100.0","35","50.0","21"
"USW00023055","2015-01-31T02:25:00","FM-16","343","35","35","0.01","100.0","35","60.0","22"
"USW00023055","2015-01-31T02:29:00","FM-16","343","35","35","0.01","100.0","35","70.0","24"
"USW00023055","2015-01-31T02:34:00","FM-16","343","35","35","0.01","100.0","35","70.0","28"
"USW00023055","2015-01-31T02:51:00","FM-15","343","35","35","T","100.0","35","70.0","26"
"USW00023055","2015-01-31T03:04:00","FM-16","343","35","35","T","100.0","35","50.0","24"
"USW00023055","2015-01-31T03:51:00","FM-15","343","35","35","T","100.0","35","60.0","22"
"USW00023055","2015-01-31T04:51:00","FM-15","343","34","34","0.01","100.0","34","60.0","17"
"USW00023055","2015-01-31T05:43:00","FM-16","343","34","34","0.01","100.0","34","70.0","10"
"USW00023055","2015-01-31T05:51:00","FM-15","343","34","34","0.00","100.0","34","60.0","8"
"USW00023055","2015-01-31T06:15:00","FM-16","343","36","36",,"100.0","36","60.0","9"
"USW00023055","2015-01-31T06:18:00","FM-16","343","36","36",,"100.0","36","50.0","10"
"USW00023055","2015-01-31T06:51:00","FM-15","343","37","37","0.00","100.0","37","70.0","5"
"USW00023055","2015-01-31T06:58:00","FM-16","343","36","36",,"100.0","36","80.0","5"
"USW00023055","2015-01-31T07:04:00","FM-16","343","37","37",,"100.0","37","90.0","6"
"USW00023055","2015-01-31T07:15:00","FM-16","343","36","36",,"100.0","36","70.0","6"
"USW00023055","2015-01-31T07:51:00","FM-15","343","37","37","0.00","100.0","37","70.0","3"
"USW00023055","2015-01-31T08:04:00","FM-16","343","37","37",,"100.0","37","80.0","6"
"USW00023055","2015-01-31T08:21:00","FM-16","343","36","36",,"100.0","36","60.0","6"
"USW00023055","2015-01-31T08:51:00","FM-15","343","36","36","0.00","100.0","36","VRB","8"
"USW00023055","2015-01-31T09:51:00","FM-15","343","38","38","0.00","100.0","38",,"0"
"USW00023055","2015-01-31T10:51:00","FM-15","343","44","44","0.00","100.0","44","210.0","10"
"USW00023055","2015-01-31T11:51:00","FM-15","343","44","45","0.00","97.0","44","240.0","10"
"USW00023055","2015-01-31T12:51:00","FM-15","343","45","46","0.00","96.0","45","250.0","17"
"USW00023055","2015-01-31T13:33:00","FM-16","343","45","46",,"96.0","45","250.0","17"
"USW00023055","2015-01-31T13:41:00","FM-16","343","46","46",,"100.0","46","220.0","13"
"USW00023055","2015-01-31T13:48:00","FM-16","343","46","46",,"100.0","46","240.0","13"
"USW00023055","2015-01-31T13:51:00","FM-15","343","46","46","0.00","100.0","46","230.0","13"
"USW00023055","2015-01-31T14:39:00","FM-16","343","46","48",,"93.0","47","240.0","17"
"USW00023055","2015-01-31T14:51:00","FM-15","343","45","48","0.05","89.0","46","250.0","17"
"USW00023055","2015-01-31T15:16:00","FM-16","343","45","47","0.02","93.0","46","250.0","21"
"USW00023055","2015-01-31T15:22:00","FM-16","343","45","46","0.02","96.0","45","250.0","23"
"USW00023055","2015-01-31T15:49:00","FM-16","343","45","45",,"100.0","45","240.0","18"
"USW00023055","2015-01-31T15:51:00","FM-15","343","44","45","T","97.0","44","240.0","20"
"USW00023055","2015-01-31T16:28:00","FM-16","343","46","48","0.01","93.0","47","240.0","25"
"USW00023055","2015-01-31T16:34:00","FM-16","343","45","49","0.01","86.0","47","250.0","26"
"USW00023055","2015-01-31T16:51:00","FM-15","343","44","49","0.00","83.0","46","250.0","25"
"USW00023055","2015-01-31T17:51:00","FM-15","343","42","47","0.00","83.0","44","240.0","20"
"USW00023055","2015-01-31T18:51:00","FM-15","343","41","47","0.00","80.0","44","240.0","18"
"USW00023055","2015-01-31T19:51:00","FM-15","343","42","47","0.00","83.0","44","240.0","20"
"USW00023055","2015-01-31T20:16:00","FM-16","343","42","46",,"86.0","44","240.0","15"
"USW00023055","2015-01-31T20:51:00","FM-15","343","42","45","0.00","90.0","44","230.0","10"
"USW00023055","2015-01-31T21:49:00","FM-16","343","43","45",,"93.0","44","250.0","17"
"USW00023055","2015-01-31T21:51:00","FM-15","343","42","44","0.00","93.0","43","250.0","17"
"USW00023055","2015-01-31T22:29:00","FM-16","343","42","43",,"97.0","42","240.0","15"
"USW00023055","2015-01-31T22:51:00","FM-15","343","41","42","0.00","96.0","42","240.0","16"
"USW00023055","2015-01-31T22:59:00","FM-16","343","41","42",,"96.0","42","240.0","16"
"USW00023055","2015-01-31T23:28:00","FM-16","343","41","42",,"96.0","42","240.0","15"
"USW00023055","2015-01-31T23:36:00","FM-16","343","41","42",,"96.0","42","240.0","15"
"USW00023055","2015-01-31T23:51:00","FM-15","343","40","42","0.00","92.0","41","250.0","21"
"USW00023055","2015-01-31T23:59:00","SOM",,,,,,,,
"USW00023055","2015-02-01T00:00:00","SOD",,,,,,,,
"USW00023055","2015-02-01T00:37:00","FM-16","343","40","41",,"96.0","40","250.0","23"
"USW00023055","2015-02-01T00:45:00","FM-16","343","39","41",,"93.0","40","250.0","25"
"USW00023055","2015-02-01T00:49:00","FM-16","343","39","41",,"93.0","40","250.0","25"
"USW00023055","2015-02-01T00:51:00","FM-15","343","40","41","0.00","96.0","40","250.0","24"
"USW00023055","2015-02-01T00:58:00","FM-16","343","40","41",,"96.0","40","250.0","21"
"USW00023055","2015-02-01T01:01:00","FM-16","343","39","40",,"97.0","40","240.0","16"
"USW00023055","2015-02-01T01:30:00","FM-16","343","39","40",,"97.0","40","VRB","13"
"USW00023055","2015-02-01T01:34:00","FM-16","343","40","41",,"96.0","40","250.0","11"
"USW00023055","2015-02-01T01:46:00","FM-16","343","39","41",,"93.0","40","240.0","14"
"USW00023055","2015-02-01T01:51:00","FM-15","343","40","41","0.00","96.0","40","240.0","13"
"USW00023055","2015-02-01T02:51:00","FM-15","343","40","41","0.00","96.0","40","240.0","17"
"USW00023055","2015-02-01T02:58:00","FM-16","343","39","40",,"97.0","40","220.0","16"
"USW00023055","2015-02-01T03:04:00","FM-16","343","39","40",,"97.0","40","220.0","16"
"USW00023055","2015-02-01T03:30:00","FM-16","343","39","40",,"97.0","40","230.0","17"
"USW00023055","2015-02-01T03:37:00","FM-16","343","39","40",,"97.0","40","230.0","15"
"USW00023055","2015-02-01T03:41:00","FM-16","343","39","40",,"97.0","40","230.0","15"
"USW00023055","2015-02-01T03:51:00","FM-15","343","39","40","0.00","97.0","40","220.0","14"
"USW00023055","2015-02-01T04:51:00","FM-15","343","39","39","0.00","100.0","39","240.0","13"
"USW00023055","2015-02-01T05:04:00","FM-16","343","39","39",,"100.0","39","240.0","16"
"USW00023055","2015-02-01T05:08:00","FM-16","343","39","39",,"100.0","39","240.0","14"
"USW00023055","2015-02-01T05:30:00","FM-16","343","39","39",,"100.0","39","240.0","14"
"USW00023055","2015-02-01T05:35:00","FM-16","343","38","39",,"96.0","38","240.0","14"
"USW00023055","2015-02-01T05:45:00","FM-16","343","37","39",,"93.0","38","240.0","15"
"USW00023055","2015-02-01T05:51:00","FM-15","343","38","39","0.00","96.0","38","240.0","14"
"USW00023055","2015-02-01T05:56:00","FM-16","343","39","39",,"100.0","39","240.0","14"
"USW00023055","2015-02-01T06:30:00","FM-16","343","38","39",,"96.0","38","210.0","14"
"USW00023055","2015-02-01T06:39:00","FM-16","343","38","38",,"100.0","38","210.0","15"
"USW00023055","2015-02-01T06:51:00","FM-15","343","37","38","0.00","97.0","38","230.0","11"
"USW00023055","2015-02-01T07:18:00","FM-16","343","38","38",,"100.0","38","240.0","10"
"USW00023055","2015-02-01T07:34:00","FM-16","343","38","39",,"96.0","38","240.0","11"
"USW00023055","2015-02-01T07:46:00","FM-16","343","37","37",,"100.0","37","250.0","10"
"USW00023055","2015-02-01T07:47:00","FM-15","343","37","38","0.00","97.0","38","250.0","10"
"USW00023055","2015-02-01T07:52:00","FM-16","343","37","38",,"97.0","38","260.0","10"
"USW00023055","2015-02-01T08:30:00","FM-16","343","38","38",,"100.0","38","210.0","14"
"USW00023055","2015-02-01T08:37:00","FM-16","343","38","39",,"96.0","38","VRB","14"
"USW00023055","2015-02-01T08:51:00","FM-15","343","38","38","0.00","100.0","38","210.0","14"
"USW00023055","2015-02-01T09:39:00","FM-16","343","39","40",,"97.0","40","260.0","10"
"USW00023055","2015-02-01T09:41:00","FM-16","343","39","40",,"97.0","40","250.0","9"
"USW00023055","2015-02-01T09:48:00","FM-16","343","39","41",,"93.0","40","240.0","11"
"USW00023055","2015-02-01T09:51:00","FM-15","343","40","40","0.00","100.0","40","230.0","11"
"USW00023055","2015-02-01T09:59:00","FM-16","343","40","40",,"100.0","40","220.0","8"
"USW00023055","2015-02-01T10:10:00","FM-16","343","40","41",,"96.0","40","240.0","8"
"USW00023055","2015-02-01T10:49:00","FM-16","343","39","41",,"93.0","40","90.0","13"
"USW00023055","2015-02-01T10:51:00","FM-15","343","39","41","0.00","93.0","40","80.0","14"
"USW00023055","2015-02-01T11:00:00","FM-16","343","40","41",,"96.0","40","80.0","14"
"USW00023055","2015-02-01T11:33:00","FM-16","343","40","46",,"79.0","43","80.0","11"
"USW00023055","2015-02-01T11:51:00","FM-15","343","38","47","0.00","71.0","43","80.0","15"
"USW00023055","2015-02-01T12:38:00","FM-16","343","37","49",,"64.0","43","80.0","22"
