"STATION","DATE","REPORT_TYPE","SOURCE","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyRelativeHumidity","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindSpeed"
"USW00023055","2016-10-02T05:51:00","FM-15","343","44","60","0.00","56.0","51","250.0","15"
"USW00023055","2016-10-02T06:51:00","FM-15","343","44","60","0.00","56.0","51","250.0","14"
"USW00023055","2016-10-02T07:51:00","FM-15","343","43","63","0.00","48.0","52","240.0","14"
"USW00023055","2016-10-02T08:51:00","FM-15","343","45","64","0.00","50.0","53","240.0","16"
"USW00023055","2016-10-02T09:51:00","FM-15","343","46","69","0.00","44.0","56","240.0","17"
"USW00023055","2016-10-02T10:51:00","FM-15","343","47","72","0.00","41.0","57","230.0","20"
"USW00023055","2016-10-02T11:51:00","FM-15","343","46","76","0.00","35.0","58","250.0","17"
"USW00023055","2016-10-02T12:51:00","FM-15","343","45","79","0.00","30.0","59","VRB","16"
"USW00023055","2016-10-02T13:51:00","FM-15","343","43","81","0.00","26.0","59","250.0","23"
"USW00023055","2016-10-02T14:51:00","FM-15","343","41","82","0.00","23.0","58","260.0","17"
"USW00023055","2016-10-02T15:51:00","FM-15","343","41","81","0.00","24.0","58","VRB","10"
"USW00023055","2016-10-02T16:51:00","FM-15","343","40","81","0.00","23.0","58","240.0","23"
"USW00023055","2016-10-02T17:51:00","FM-15","343","38","78","0.00","24.0","56","240.0","21"
"USW00023055","2016-10-02T18:51:00","FM-15","343","38","72","0.00","29.0","53","240.0","13"
"USW00023055","2016-10-02T19:51:00","FM-15","343","37","70","0.00","30.0","52","240.0","13"
"USW00023055","2016-10-02T20:51:00","FM-15","343","35","70","0.00","28.0","52","230.0","11"
"USW00023055","2016-10-02T21:51:00","FM-15","343","33","68","0.00","27.0","50","220.0","10"
"USW00023055","2016-10-02T22:51:00","FM-15","343","33","68","0.00","27.0","50","240.0","8"
"USW00023055","2016-10-02T23:51:00","FM-15","343","33","67","0.00","28.0","50","240.0","9"
"USW00023055","2016-10-03T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-03T00:51:00","FM-15","343","32","68","0.00","26.0","50","250.0","13"
"USW00023055","2016-10-03T01:51:00","FM-15","343","33","67","0.00","28.0","50","250.0","13"
"USW00023055","2016-10-03T02:51:00","FM-15","343","34","67","0.00","30.0","50","260.0","9"
"USW00023055","2016-10-03T03:51:00","FM-15","343","34","67","0.00","30.0","50","230.0","7"
"USW00023055","2016-10-03T04:51:00","FM-15","343","33","66","0.00","29.0","49","230.0","5"
"USW00023055","2016-10-03T05:51:00","FM-15","343","34","65","0.00","32.0","49","240.0","8"
"USW00023055","2016-10-03T06:51:00","FM-15","343","34","63","0.00","34.0","48","240.0","11"
"USW00023055","2016-10-03T07:51:00","FM-15","343","36","64","0.00","35.0","49","240.0","13"
"USW00023055","2016-10-03T08:51:00","FM-15","343","38","65","0.00","37.0","51","230.0","14"
"USW00023055","2016-10-03T09:51:00","FM-15","343","42","71","0.00","35.0","55","240.0","17"
"USW00023055","2016-10-03T10:51:00","FM-15","343","44","73","0.00","35.0","56","230.0","23"
"USW00023055","2016-10-03T11:51:00","FM-15","343","48","78","0.00","35.0","60","240.0","20"
"USW00023055","2016-10-03T12:51:00","FM-15","343","50","79","0.00","36.0","61","240.0","25"
"USW00023055","2016-10-03T13:51:00","FM-15","343","52","81","0.00","37.0","63","250.0","32"
"USW00023055","2016-10-03T14:51:00","FM-15","343","50","81","0.00","34.0","62","250.0","41"
"USW00023055","2016-10-03T15:51:00","FM-15","343","51","74","0.00","45.0","60","280.0","31"
"USW00023055","2016-10-03T16:51:00","FM-15","343","51","75","0.00","43.0","60","240.0","29"
"USW00023055","2016-10-03T17:51:00","FM-15","343","51","75","0.00","43.0","60","250.0","34"
"USW00023055","2016-10-03T18:51:00","FM-15","343","52","72","0.00","50.0","60","240.0","29"
"USW00023055","2016-10-03T19:51:00","FM-15","343","52","71","0.00","51.0","60","240.0","34"
"USW00023055","2016-10-03T20:51:00","FM-15","343","52","69","0.00","55.0","59","230.0","28"
"USW00023055","2016-10-03T21:51:00","FM-15","343","51","70","0.00","51.0","59","250.0","39"
"USW00023055","2016-10-03T22:51:00","FM-15","343","51","70","0.00","51.0","59","230.0","34"
"USW00023055","2016-10-03T23:51:00","FM-15","343","52","65","0.00","63.0","57","240.0","26"
"USW00023055","2016-10-04T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-04T00:51:00","FM-15","343","40","66","0.00","39.0","52","250.0","33"
"USW00023055","2016-10-04T01:51:00","FM-15","343","35","64","0.00","34.0","49","240.0","28"
"USW00023055","2016-10-04T02:51:00","FM-15","343","32","64","0.00","30.0","48","250.0","36"
"USW00023055","2016-10-04T03:51:00","FM-15","343","33","63","0.00","33.0","48","250.0","26"
"USW00023055","2016-10-04T04:51:00","FM-15","343","33","62","0.00","34.0","47","240.0","26"
"USW00023055","2016-10-04T05:51:00","FM-15","343","36","58","0.00","44.0","47","VRB","17"
"USW00023055","2016-10-04T06:51:00","FM-15","343","37","57","0.00","47.0","47","220.0","29"
"USW00023055","2016-10-04T07:51:00","FM-15","343","37","58","0.00","46.0","47","230.0","31"
"USW00023055","2016-10-04T08:51:00","FM-15","343","36","64","0.00","35.0","49","240.0","28"
"USW00023055","2016-10-04T09:51:00","FM-15","343","34","67","0.00","30.0","50","260.0","36"
"USW00023055","2016-10-04T10:51:00","FM-15","343","37","71","0.00","29.0","53","VRB","22"
"USW00023055","2016-10-04T11:51:00","FM-15","343","30","73","0.00","20.0","51","240.0","33"
"USW00023055","2016-10-04T12:51:00","FM-15","343","29","76","0.00","18.0","52","250.0","39"
"USW00023055","2016-10-04T13:51:00","FM-15","343","29","76","0.00","18.0","52","250.0","39"
"USW00023055","2016-10-04T14:51:00","FM-15","343","29","76","0.00","18.0","52","240.0","33"
"USW00023055","2016-10-04T15:51:00","FM-15","343","28","75","0.00","18.0","51","230.0","21"
"USW00023055","2016-10-04T16:51:00","FM-15","343","26","75","0.00","16.0","51","250.0","31"
"USW00023055","2016-10-04T17:51:00","FM-15","343","27","72","0.00","19.0","50","240.0","34"
"USW00023055","2016-10-04T18:51:00","FM-15","343","28","69","0.00","22.0","49","240.0","20"
"USW00023055","2016-10-04T19:51:00","FM-15","343","29","66","0.00","25.0","48","240.0","21"
"USW00023055","2016-10-04T20:51:00","FM-15","343","29","65","0.00","26.0","47","250.0","14"
"USW00023055","2016-10-04T21:51:00","FM-15","343","29","66","0.00","25.0","48","250.0","20"
"USW00023055","2016-10-04T22:51:00","FM-15","343","30","64","0.00","28.0","47","190.0","13"
"USW00023055","2016-10-04T23:13:00","FM-16","343","30","62",,"30.0","46","230.0","13"
"USW00023055","2016-10-04T23:51:00","FM-15","343","31","62","0.00","31.0","47","230.0","13"
"USW00023055","2016-10-05T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-05T00:51:00","FM-15","343","31","62","0.00","31.0","47",,"7"
"USW00023055","2016-10-05T01:51:00","FM-15","343","31","62","0.00","31.0","47","230.0","11"
"USW00023055","2016-10-05T02:51:00","FM-15","343","32","58","0.00","38.0","45","210.0","11"
"USW00023055","2016-10-05T03:51:00","FM-15","343","32","57","0.00","39.0","45","200.0","11"
"USW00023055","2016-10-05T04:51:00","FM-15","343","32","57","0.00","39.0","45","240.0","13"
"USW00023055","2016-10-05T05:51:00","FM-15","343","31","57","0.00","37.0","44","240.0","13"
"USW00023055","2016-10-05T06:51:00","FM-15","343","31","56","0.00","39.0","44","210.0","11"
"USW00023055","2016-10-05T07:51:00","FM-15","343","31","58","0.00","36.0","45","230.0","15"
"USW00023055","2016-10-05T08:51:00","FM-15","343","32","60","0.00","35.0","46","240.0","14"
"USW00023055","2016-10-05T09:51:00","FM-15","343","33","68","0.00","27.0","50","240.0","20"
"USW00023055","2016-10-05T10:51:00","FM-15","343","34","73","0.00","24.0","52","240.0","17"
"USW00023055","2016-10-05T11:51:00","FM-15","343","33","74","0.00","22.0","52","250.0","32"
"USW00023055","2016-10-05T12:51:00","FM-15","343","33","75","0.00","22.0","53","240.0","24"
"USW00023055","2016-10-05T13:51:00","FM-15","343","34","78","0.00","20.0","54","240.0","28"
"USW00023055","2016-10-05T14:51:00","FM-15","343","31","79","0.00","17.0","54","260.0","25"
"USW00023055","2016-10-05T15:51:00","FM-15","343","29","78","0.00","16.0","53","250.0","30"
"USW00023055","2016-10-05T16:51:00","FM-15","343","31","77","0.00","18.0","53","250.0","23"
"USW00023055","2016-10-05T17:51:00","FM-15","343","32","75","0.00","21.0","53","250.0","25"
"USW00023055","2016-10-05T18:51:00","FM-15","343","32","70","0.00","25.0","50","250.0","16"
"USW00023055","2016-10-05T19:51:00","FM-15","343","33","69","T","26.0","50","260.0","15"
"USW00023055","2016-10-05T20:51:00","FM-15","343","33","70","0.00","26.0","51","270.0","17"
"USW00023055","2016-10-05T21:51:00","FM-15","343","35","69","0.00","29.0","51","230.0","13"
"USW00023055","2016-10-05T22:51:00","FM-15","343","35","68","0.00","30.0","51","240.0","6"
"USW00023055","2016-10-05T23:51:00","FM-15","343","36","68","0.00","31.0","51","250.0","6"
"USW00023055","2016-10-06T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-06T00:51:00","FM-15","343","36","68","0.00","31.0","51","230.0","8"
"USW00023055","2016-10-06T01:51:00","FM-15","343","36","67","0.00","32.0","51","230.0","8"
"USW00023055","2016-10-06T02:51:00","FM-15","343","35","66","0.00","32.0","50","240.0","9"
"USW00023055","2016-10-06T03:51:00","FM-15","343","36","64","0.00","35.0","49","250.0","17"
"USW00023055","2016-10-06T04:51:00","FM-15","343","36","61","0.00","39.0","48","250.0","14"
"USW00023055","2016-10-06T05:51:00","FM-15","343","36","59","0.00","42.0","47","220.0","11"
"USW00023055","2016-10-06T06:51:00","FM-15","343","37","59","0.00","44.0","48","220.0","11"
"USW00023055","2016-10-06T07:51:00","FM-15","343","39","59","0.00","48.0","49","220.0","10"
"USW00023055","2016-10-06T08:51:00","FM-15","343","39","63","0.00","41.0","50","230.0","13"
"USW00023055","2016-10-06T09:51:00","FM-15","343","39","67","0.00","36.0","52","230.0","17"
"USW00023055","2016-10-06T10:51:00","FM-15","343","39","74","0.00","28.0","55","240.0","24"
"USW00023055","2016-10-06T11:51:00","FM-15","343","38","78","0.00","24.0","56","250.0","25"
"USW00023055","2016-10-06T12:51:00","FM-15","343","37","78","0.00","23.0","55","240.0","24"
"USW00023055","2016-10-06T13:51:00","FM-15","343","39","79","0.00","24.0","56","250.0","30"
"USW00023055","2016-10-06T14:51:00","FM-15","343","40","81","T","23.0","58","250.0","28"
"USW00023055","2016-10-06T15:51:00","FM-15","343","40","80","T","24.0","57","250.0","26"
"USW00023055","2016-10-06T16:51:00","FM-15","343","39","79","0.00","24.0","56","250.0","21"
"USW00023055","2016-10-06T17:51:00","FM-15","343","38","75","0.00","26.0","55","250.0","20"
"USW00023055","2016-10-06T18:51:00","FM-15","343","37","70","0.00","30.0","52",,"7"
"USW00023055","2016-10-06T19:51:00","FM-15","343","35","70","0.00","28.0","52","250.0","13"
"USW00023055","2016-10-06T20:51:00","FM-15","343","34","70","0.00","27.0","51","290.0","9"
"USW00023055","2016-10-06T21:51:00","FM-15","343","32","70","0.00","25.0","51","290.0","7"
"USW00023055","2016-10-06T22:51:00","FM-15","343","32","69","0.00","25.0","50","360.0","6"
"USW00023055","2016-10-06T23:51:00","FM-15","343","33","67","0.00","28.0","50","360.0","9"
"USW00023055","2016-10-07T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-07T00:51:00","FM-15","343","33","71","0.00","25.0","51","290.0","5"
"USW00023055","2016-10-07T01:51:00","FM-15","343","26","67","0.00","21.0","47","50.0","11"
"USW00023055","2016-10-07T02:51:00","FM-15","343","28","64","T","26.0","47","20.0","14"
"USW00023055","2016-10-07T03:51:00","FM-15","343","29","58","T","33.0","44","80.0","26"
"USW00023055","2016-10-07T04:51:00","FM-15","343","38","54","T","55.0","46","80.0","38"
"USW00023055","2016-10-07T05:51:00","FM-15","343","35","50","T","57.0","43","70.0","44"
"USW00023055","2016-10-07T06:51:00","FM-15","343","33","49","T","55.0","41","70.0","44"
"USW00023055","2016-10-07T07:27:00","FM-16","343","34","51","T","52.0","43","50.0","43"
"USW00023055","2016-10-07T07:51:00","FM-15","343","36","50","T","59.0","43","50.0","40"
"USW00023055","2016-10-07T07:58:00","FM-16","343","34","50","T","54.0","42","70.0","39"
"USW00023055","2016-10-07T08:42:00","FM-16","343","34","50","T","54.0","42","70.0","41"
"USW00023055","2016-10-07T08:51:00","FM-15","343","34","50","T","54.0","42","70.0","38"
"USW00023055","2016-10-07T09:46:00","FM-16","343","36","52","T","54.0","44","60.0","39"
"USW00023055","2016-10-07T09:51:00","FM-15","343","36","52","T","55.0","44","50.0","41"
"USW00023055","2016-10-07T10:03:00","FM-16","343","37","53","T","55.0","45","60.0","36"
"USW00023055","2016-10-07T10:25:00","FM-16","343","37","54","T","53.0","45","60.0","33"
"USW00023055","2016-10-07T10:51:00","FM-15","343","38","54","T","55.0","46","70.0","37"
"USW00023055","2016-10-07T11:51:00","FM-15","343","39","52","T","61.0","45","70.0","38"
"USW00023055","2016-10-07T12:51:00","FM-15","343","38","57","T","49.0","47","60.0","36"
"USW00023055","2016-10-07T13:08:00","FM-16","343","38","58","T","48.0","48","50.0","36"
"USW00023055","2016-10-07T13:30:00","FM-16","343","40","59","T","49.0","49","50.0","39"
"USW00023055","2016-10-07T13:39:00","FM-16","343","40","59","T","49.0","49","60.0","37"
"USW00023055","2016-10-07T13:51:00","FM-15","343","41","60","T","50.0","50","50.0","36"
"USW00023055","2016-10-07T14:41:00","FM-16","343","41","58","T","53.0","49","70.0","37"
"USW00023055","2016-10-07T14:51:00","FM-15","343","40","57","T","53.0","48","70.0","38"
"USW00023055","2016-10-07T15:02:00","FM-16","343","40","57","T","53.0","48","70.0","38"
"USW00023055","2016-10-07T15:11:00","FM-16","343","40","57","T","53.0","48","70.0","38"
"USW00023055","2016-10-07T15:51:00","FM-15","343","39","56","T","53.0","47","70.0","38"
"USW00023055","2016-10-07T16:51:00","FM-15","343","40","55","T","57.0","47","50.0","39"
"USW00023055","2016-10-07T17:30:00","FM-16","343","40","54","T","59.0","47","60.0","38"
"USW00023055","2016-10-07T17:51:00","FM-15","343","41","54","T","62.0","47","60.0","37"
"USW00023055","2016-10-07T18:51:00","FM-15","343","40","53","T","61.0","46","50.0","38"
"USW00023055","2016-10-07T19:51:00","FM-15","343","39","53","T","59.0","46","50.0","38"
"USW00023055","2016-10-07T20:14:00","FM-16","343","38","53","T","57.0","45","60.0","36"
"USW00023055","2016-10-07T20:21:00","FM-16","343","38","52","T","59.0","45","50.0","37"
"USW00023055","2016-10-07T20:51:00","FM-15","343","39","52","T","61.0","45","60.0","26"
"USW00023055","2016-10-07T21:51:00","FM-15","343","41","51","T","69.0","46","60.0","33"
"USW00023055","2016-10-07T22:01:00","FM-16","343","42","51","T","71.0","46","60.0","37"
"USW00023055","2016-10-07T22:51:00","FM-15","343","43","50","T","77.0","46","60.0","37"
"USW00023055","2016-10-07T22:59:00","FM-16","343","43","51","T","74.0","47","50.0","38"
"USW00023055","2016-10-07T23:11:00","FM-16","343","43","51","T","74.0","47","50.0","34"
"USW00023055","2016-10-07T23:37:00","FM-16","343","44","51","T","77.0","47","60.0","33"
"USW00023055","2016-10-07T23:51:00","FM-15","343","44","51","T","77.0","47","50.0","33"
"USW00023055","2016-10-08T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-08T00:49:00","FM-16","343","46","52",,"82.0","49","60.0","26"
"USW00023055","2016-10-08T00:51:00","FM-15","343","46","51","T","83.0","48","60.0","30"
"USW00023055","2016-10-08T01:20:00","FM-16","343","45","50","T","83.0","47","60.0","30"
"USW00023055","2016-10-08T01:46:00","FM-16","343","46","50","T","88.0","48","40.0","26"
"USW00023055","2016-10-08T01:51:00","FM-15","343","46","50","T","86.0","48","50.0","28"
"USW00023055","2016-10-08T01:58:00","FM-16","343","46","50",,"86.0","48","50.0","30"
"USW00023055","2016-10-08T02:51:00","FM-15","343","47","48","T","96.0","47","60.0","26"
"USW00023055","2016-10-08T03:08:00","FM-16","343","47","48","T","96.0","47","60.0","24"
"USW00023055","2016-10-08T03:46:00","FM-16","343","48","48","T","100.0","48","60.0","21"
"USW00023055","2016-10-08T03:49:00","FM-16","343","48","48",,"100.0","48","60.0","20"
"USW00023055","2016-10-08T03:51:00","FM-15","343","49","49","T","100.0","49","60.0","18"
"USW00023055","2016-10-08T04:44:00","FM-16","343","50","50","T","100.0","50","70.0","16"
"USW00023055","2016-10-08T04:51:00","FM-15","343","50","50","T","100.0","50","70.0","13"
"USW00023055","2016-10-08T05:49:00","FM-16","343","50","50",,"100.0","50","50.0","16"
"USW00023055","2016-10-08T05:51:00","FM-15","343","50","50","T","100.0","50","60.0","16"
"USW00023055","2016-10-08T06:27:00","FM-16","343","50","50","T","100.0","50","50.0","21"
"USW00023055","2016-10-08T06:34:00","FM-16","343","49","50","T","96.0","49","60.0","23"
"USW00023055","2016-10-08T06:49:00","FM-16","343","48","50",,"94.0","49","60.0","24"
"USW00023055","2016-10-08T06:51:00","FM-15","343","49","50","T","96.0","49","60.0","25"
"USW00023055","2016-10-08T07:12:00","FM-16","343","49","50","T","96.0","49","60.0","21"
"USW00023055","2016-10-08T07:23:00","FM-16","343","49","50","T","96.0","49","60.0","26"
"USW00023055","2016-10-08T07:51:00","FM-15","343","49","50","T","96.0","49","50.0","29"
"USW00023055","2016-10-08T08:43:00","FM-16","343","50","50","0.02","100.0","50","60.0","26"
"USW00023055","2016-10-08T08:49:00","FM-16","343","50","50",,"100.0","50","60.0","29"
"USW00023055","2016-10-08T08:51:00","FM-15","343","50","50","0.02","100.0","50","50.0","28"
"USW00023055","2016-10-08T09:09:00","FM-16","343","50","50","T","100.0","50","60.0","28"
"USW00023055","2016-10-08T09:51:00","FM-15","343","50","50","T","100.0","50","40.0","32"
"USW00023055","2016-10-08T10:03:00","FM-16","343","50","50","T","100.0","50","60.0","31"
"USW00023055","2016-10-08T10:09:00","FM-16","343","50","50","T","100.0","50","60.0","31"
"USW00023055","2016-10-08T10:43:00","FM-16","343","50","50","T","100.0","50","60.0","32"
"USW00023055","2016-10-08T10:49:00","FM-16","343","50","50",,"100.0","50","50.0","33"
"USW00023055","2016-10-08T10:51:00","FM-15","343","50","50","T","100.0","50","50.0","32"
"USW00023055","2016-10-08T11:10:00","FM-16","343","51","51",,"100.0","51","50.0","28"
"USW00023055","2016-10-08T11:13:00","FM-16","343","52","52","T","100.0","52","40.0","32"
"USW00023055","2016-10-08T11:29:00","FM-16","343","51","51","T","100.0","51","50.0","32"
"USW00023055","2016-10-08T11:40:00","FM-16","343","52","52","T","100.0","52","60.0","28"
"USW00023055","2016-10-08T11:51:00","FM-15","343","53","54","T","97.0","53","50.0","24"
"USW00023055","2016-10-08T12:44:00","FM-16","343","54","60",,"80.0","56","70.0","14"
"USW00023055","2016-10-08T12:51:00","FM-15","343","53","59",,"81.0","56","70.0","10"
"USW00023055","2016-10-08T13:51:00","FM-15","343","51","59",,"75.0","54","70.0","15"
"USW00023055","2016-10-08T14:46:00","FM-16","343","52","57",,"82.0","54","50.0","28"
"USW00023055","2016-10-08T14:51:00","FM-15","343","52","57",,"83.0","54","70.0","26"
"USW00023055","2016-10-08T15:51:00","FM-15","343","53","56","T","90.0","54","60.0","26"
"USW00023055","2016-10-08T16:51:00","FM-15","343","53","56","T","90.0","54","70.0","25"
"USW00023055","2016-10-08T17:22:00","FM-16","343","53","55",,"93.0","54","70.0","24"
"USW00023055","2016-10-08T17:49:00","FM-16","343","54","55",,"94.0","54","70.0","23"
"USW00023055","2016-10-08T17:51:00","FM-15","343","53","56",,"90.0","54","70.0","25"
"USW00023055","2016-10-08T18:10:00","FM-16","343","53","54",,"97.0","53","60.0","24"
"USW00023055","2016-10-08T18:22:00","FM-16","343","53","54",,"97.0","53","60.0","24"
"USW00023055","2016-10-08T18:31:00","FM-16","343","53","53","T","100.0","53","60.0","25"
"USW00023055","2016-10-08T18:47:00","FM-16","343","54","54",,"100.0","54","60.0","26"
"USW00023055","2016-10-08T18:51:00","FM-15","343","53","53","T","100.0","53","60.0","28"
"USW00023055","2016-10-08T19:51:00","FM-15","343","53","53","T","100.0","53","50.0","26"
"USW00023055","2016-10-08T20:51:00","FM-15","343",,"53","T",,,"60.0","25"
"USW00023055","2016-10-08T21:49:00","FM-16","343",,"54",,,,"50.0","22"
"USW00023055","2016-10-08T21:51:00","FM-15","343",,"53","0.02",,,"50.0","23"
"USW00023055","2016-10-08T22:06:00","FM-16","343",,"53","T",,,"50.0","32"
"USW00023055","2016-10-08T22:13:00","FM-16","343",,"53",,,,"50.0","32"
"USW00023055","2016-10-08T22:20:00","FM-16","343",,"53","0.01",,,"60.0","30"
"USW00023055","2016-10-08T22:44:00","FM-16","343",,"53","0.01",,,"60.0","26"
"USW00023055","2016-10-08T22:49:00","FM-16","343",,"54",,,,"60.0","28"
"USW00023055","2016-10-08T22:51:00","FM-15","343",,"53","0.01",,,"60.0","26"
"USW00023055","2016-10-08T22:58:00","FM-16","343","53","53",,"100.0","53","70.0","28"
"USW00023055","2016-10-09T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-09T12:51:00","FM-15","343","56","61","0.00","84.0","58","80.0","15"
"USW00023055","2016-10-09T13:19:00","FM-16","343","56","60",,"86.0","58","70.0","14"
"USW00023055","2016-10-09T13:51:00","FM-15","343","56","61","0.00","84.0","58","70.0","16"
"USW00023055","2016-10-09T14:51:00","FM-15","343","56","63","0.00","78.0","59","60.0","13"
"USW00023055","2016-10-09T15:00:00","FM-16","343","57","63",,"81.0","59","70.0","11"
"USW00023055","2016-10-09T15:51:00","FM-15","343","57","64","0.00","78.0","60","70.0","14"
"USW00023055","2016-10-09T16:49:00","FM-16","343","57","64",,"78.0","60","80.0","11"
"USW00023055","2016-10-09T16:51:00","FM-15","343","57","64","0.00","78.0","60","60.0","10"
"USW00023055","2016-10-09T17:17:00","FM-16","343","57","64",,"78.0","60","80.0","13"
"USW00023055","2016-10-09T17:27:00","FM-16","343","57","63",,"81.0","59","80.0","14"
"USW00023055","2016-10-09T17:51:00","FM-15","343","58","63","0.00","84.0","60","70.0","14"
"USW00023055","2016-10-09T18:51:00","FM-15","343","58","60","0.00","93.0","59","60.0","15"
"USW00023055","2016-10-09T19:47:00","FM-16","343","59","59",,"100.0","59","50.0","17"
"USW00023055","2016-10-09T19:51:00","FM-15","343","59","59","0.00","100.0","59","60.0","17"
"USW00023055","2016-10-09T20:15:00","FM-16","343","58","59",,"96.0","58","60.0","15"
"USW00023055","2016-10-09T20:51:00","FM-15","343","59","59","0.00","100.0","59","60.0","15"
"USW00023055","2016-10-09T21:11:00","FM-16","343","58","59",,"96.0","58","70.0","13"
"USW00023055","2016-10-09T21:51:00","FM-15","343","57","60","0.00","90.0","58","60.0","14"
"USW00023055","2016-10-09T22:51:00","FM-15","343","57","60","0.00","90.0","58","60.0","9"
"USW00023055","2016-10-09T23:51:00","FM-15","343","57","60","0.00","90.0","58","30.0","5"
"USW00023055","2016-10-10T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-10T00:51:00","FM-15","343","54","59","0.00","83.0","56","30.0","17"
"USW00023055","2016-10-10T01:51:00","FM-15","343","52","63","0.00","68.0","56",,"0"
"USW00023055","2016-10-10T02:51:00","FM-15","343","54","61","0.00","78.0","57","220.0","5"
"USW00023055","2016-10-10T03:51:00","FM-15","343","55","57","0.00","93.0","56","250.0","8"
"USW00023055","2016-10-10T04:51:00","FM-15","343","55","58","0.00","90.0","56","240.0","11"
"USW00023055","2016-10-10T05:51:00","FM-15","343","55","56","0.00","97.0","55","250.0","11"
"USW00023055","2016-10-10T06:51:00","FM-15","343","56","56","0.00","100.0","56","240.0","9"
"USW00023055","2016-10-10T07:51:00","FM-15","343","56","58","0.00","93.0","57","250.0","15"
"USW00023055","2016-10-10T08:51:00","FM-15","343","57","58","0.00","97.0","57","240.0","10"
"USW00023055","2016-10-10T09:51:00","FM-15","343","58","63","0.00","84.0","60","240.0","15"
"USW00023055","2016-10-10T10:51:00","FM-15","343","57","68","0.00","68.0","61","230.0","21"
"USW00023055","2016-10-10T11:51:00","FM-15","343","58","72","0.00","61.0","63","240.0","16"
"USW00023055","2016-10-10T12:51:00","FM-15","343","58","74","0.00","57.0","64","250.0","18"
"USW00023055","2016-10-10T13:51:00","FM-15","343","57","77","0.00","50.0","64","240.0","15"
"USW00023055","2016-10-10T14:51:00","FM-15","343","50","80","0.00","35.0","62","260.0","16"
"USW00023055","2016-10-10T15:51:00","FM-15","343","45","80","0.00","29.0","59","240.0","14"
"USW00023055","2016-10-10T16:51:00","FM-15","343","42","79","0.00","27.0","58","240.0","14"
"USW00023055","2016-10-10T17:51:00","FM-15","343","46","73","0.00","38.0","57","250.0","8"
"USW00023055","2016-10-10T18:51:00","FM-15","343","47","71","0.00","42.0","57","250.0","5"
"USW00023055","2016-10-10T19:51:00","FM-15","343","47","70","0.00","44.0","57","240.0","3"
"USW00023055","2016-10-10T20:51:00","FM-15","343","47","70","0.00","44.0","57","230.0","6"
"USW00023055","2016-10-10T21:51:00","FM-15","343","49","68","0.00","51.0","57","230.0","6"
"USW00023055","2016-10-10T22:51:00","FM-15","343","52","68","0.00","57.0","58","230.0","9"
"USW00023055","2016-10-10T23:51:00","FM-15","343","54","65","0.00","68.0","58","240.0","9"
"USW00023055","2016-10-11T00:00:00","SOD",,,,,,,,
"USW00023055","2016-10-11T00:51:00","FM-15","343","54","65","0.00","68.0","58","240.0","10"
"USW00023055","2016-10-11T01:51:00","FM-15","343","54","65","0.00","68.0","58","240.0","11"
"USW00023055","2016-10-11T02:51:00","FM-15","343","53","64","0.00","68.0","57","250.0","11"
"USW00023055","2016-10-11T03:51:00","FM-15","343","52","64","0.00","65.0","57","250.0","9"
"USW00023055","2016-10-11T04:51:00","FM-15","343","52","63","0.00","68.0","56","250.0","11"
"USW00023055","2016-10-11T05:51:00","FM-15","343","53","62","0.00","73.0","57","250.0","9"
"USW00023055","2016-10-11T06:51:00","FM-15","343","53","62","0.00","73.0","57","250.0","10"
"USW00023055","2016-10-11T07:51:00","FM-15","343","54","64","0.00","70.0","58","250.0","11"
"USW00023055","2016-10-11T08:51:00","FM-15","343","55","66","0.00","68.0","59","240.0","9"
"USW00023055","2016-10-11T09:51:00","FM-15","343","56","69","0.00","63.0","61","230.0","9"
"USW00023055","2016-10-11T10:51:00","FM-15","343","57","73","0.00","57.0","63","230.0","15"
"USW00023055","2016-10-11T11:51:00","FM-15","343","56","77","0.00","48.0","64","230.0","24"
"USW00023055","2016-10-11T12:51:00","FM-15","343","56","79","0.00","45.0","64","240.0","26"
"USW00023055","2016-10-11T13:51:00","FM-15","343","48","83","0.00","30.0","62","250.0","23"
"USW00023055","2016-10-11T14:51:00","FM-15","343","51","83","0.00","33.0","63","230.0","22"
"USW00023055","2016-10-11T15:51:00","FM-15","343","51","83","0.00","33.0","63","250.0","23"
"USW00023055","2016-10-11T16:51:00","FM-15","343","46","81","0.00","29.0","60","240.0","23"
"USW00023055","2016-10-11T17:51:00","FM-15","343","47","78","0.00","33.0","60","230.0","21"
"USW00023055","2016-10-11T18:51:00","FM-15","343","46","74","0.00","37.0","58","250.0","15"
"USW00023055","2016-10-11T19:51:00","FM-15","343","47","73","0.00","40.0","58","240.0","14"
"USW00023055","2016-10-11T20:51:00","FM-15","343","49","71","0.00","46.0","58","230.0","16"
"USW00023055","2016-10-11T21:51:00","FM-15","343","50","71","0.00","47.0","58","240.0","14"
