"STATION","DATE","REPORT_TYPE","SOURCE","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyRelativeHumidity","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindSpeed"
"USW00053963","2005-08-21T19:45:00","FM-15","343","70","82",,"66.0","74",,"0"
"USW00053963","2005-08-21T20:45:00","FM-15","343","68","82",,"62.0","73","330.0","3"
"USW00053963","2005-08-21T21:45:00","FM-15","343","70","82",,"66.0","74","330.0","5"
"USW00053963","2005-08-21T22:45:00","FM-15","343","70","81",,"70.0","74","350.0","5"
"USW00053963","2005-08-21T23:45:00","FM-15","343","70","81",,"70.0","74","350.0","3"
"USW00053963","2005-08-22T00:45:00","FM-15","343","68","81",,"66.0","72","360.0","5"
"USW00053963","2005-08-22T01:45:00","FM-15","343","68","79",,"70.0","72","350.0","3"
"USW00053963","2005-08-22T02:45:00","FM-15","343","68","77",,"74.0","71","340.0","3"
"USW00053963","2005-08-22T03:45:00","FM-15","343","68","73",,"83.0","70",,"0"
"USW00053963","2005-08-22T04:45:00","FM-15","343","68","75",,"78.0","70","10.0","3"
"USW00053963","2005-08-22T05:45:00","FM-15","343","68","73",,"83.0","70",,"0"
"USW00053963","2005-08-22T06:45:00","FM-15","343","70","75",,"83.0","72",,"0"
"USW00053963","2005-08-22T07:45:00","FM-15","343","70","79",,"74.0","73",,"0"
"USW00053963","2005-08-22T08:45:00","FM-15","343","70","82",,"66.0","74",,"0"
"USW00053963","2005-08-22T09:45:00","FM-15","343","72","88",,"59.0","77",,"0"
"USW00053963","2005-08-22T10:45:00","FM-15","343","70","91",,"49.0","76",,"0"
"USW00053963","2005-08-22T11:46:00","FM-15","343","68","95",,"41.0","76",,"0"
"USW00053963","2005-08-22T12:45:00","FM-15","343","68","97",,"39.0","77",,"0"
"USW00053963","2005-08-22T13:45:00","FM-15","343","68","99",,"37.0","77","320.0","7"
"USW00053963","2005-08-22T14:45:00","FM-15","343","68","99",,"37.0","77",,"0"
"USW00053963","2005-08-22T15:45:00","FM-15","343","66","99",,"35.0","76",,"0"
"USW00053963","2005-08-22T16:45:00","FM-15","343","66","99",,"35.0","76","270.0","3"
"USW00053963","2005-08-22T17:45:00","FM-15","343","68","97",,"39.0","77",,"0"
"USW00053963","2005-08-22T18:45:00","FM-15","343","70","91",,"49.0","76",,"0"
"USW00053963","2005-08-22T19:45:00","FM-15","343","70","84",,"62.0","74",,"0"
"USW00053963","2005-08-22T20:45:00","FM-15","343","68","84",,"58.0","73","80.0","5"
"USW00053963","2005-08-22T21:45:00","FM-15","343","68","84",,"58.0","73","90.0","3"
"USW00053963","2005-08-22T22:45:00","FM-15","343","70","82",,"66.0","74","70.0","5"
"USW00053963","2005-08-22T23:45:00","FM-15","343","68","81",,"66.0","72","80.0","3"
"USW00053963","2005-08-23T00:45:00","FM-15","343","70","79",,"74.0","73",,"0"
"USW00053963","2005-08-23T01:45:00","FM-15","343","70","79",,"74.0","73",,"0"
"USW00053963","2005-08-23T02:45:00","FM-15","343","70","77",,"79.0","72",,"0"
"USW00053963","2005-08-23T03:45:00","FM-15","343","70","73",,"89.0","71",,"0"
"USW00053963","2005-08-23T04:45:00","FM-15","343","70","73",,"89.0","71",,"0"
"USW00053963","2005-08-23T05:45:00","FM-15","343","70","73",,"89.0","71","90.0","3"
"USW00053963","2005-08-23T06:45:00","FM-15","343","70","73",,"89.0","71",,"0"
"USW00053963","2005-08-23T07:45:00","FM-15","343","72","79",,"79.0","74",,"0"
"USW00053963","2005-08-23T08:45:00","FM-15","343","72","84",,"66.0","76",,"0"
"USW00053963","2005-08-23T09:45:00","FM-15","343","72","90",,"55.0","77","250.0","3"
"USW00053963","2005-08-23T10:45:00","FM-15","343","72","93",,"49.0","78",,"0"
"USW00053963","2005-08-23T11:45:00","FM-15","343","70","97",,"42.0","78","270.0","6"
"USW00053963","2005-08-23T12:45:00","FM-15","343","70","99",,"39.0","78","270.0","5"
"USW00053963","2005-08-23T13:45:00","FM-15","343","70","97",,"42.0","78",,"0"
"USW00053963","2005-08-23T14:45:00","FM-15","343","68","99",,"37.0","77","260.0","6"
"USW00053963","2005-08-23T15:45:00","FM-15","343","68","99",,"37.0","77",,"0"
"USW00053963","2005-08-23T16:45:00","FM-15","343","70","97",,"42.0","78",,"0"
"USW00053963","2005-08-23T17:45:00","FM-15","343","68","97",,"39.0","77",,"0"
"USW00053963","2005-08-23T18:45:00","FM-15","343","70","90",,"52.0","76","30.0","3"
"USW00053963","2005-08-23T19:45:00","FM-15","343","70","88",,"55.0","76",,"0"
"USW00053963","2005-08-23T20:45:00","FM-15","343","70","86",,"59.0","75","130.0","11"
"USW00053963","2005-08-23T21:45:00","FM-15","343","72","77",,"83.0","74","100.0","7"
"USW00053963","2005-08-23T22:45:00","FM-15","343","72","77",,"83.0","74","130.0","5"
"USW00053963","2005-08-23T23:45:00","FM-15","343","72","77",,"83.0","74","150.0","7"
"USW00053963","2005-08-24T00:45:00","FM-15","343","72","77",,"83.0","74",,"0"
"USW00053963","2005-08-24T01:45:00","FM-15","343","72","73",,"94.0","72","50.0","3"
"USW00053963","2005-08-24T02:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-24T03:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-24T04:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-24T05:45:00","FM-15","343","72","72",,"100.0","72",,"0"
"USW00053963","2005-08-24T06:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-24T07:45:00","FM-15","343","72","77",,"83.0","74","110.0","3"
"USW00053963","2005-08-24T08:45:00","FM-15","343","72","81",,"74.0","75","170.0","3"
"USW00053963","2005-08-24T09:45:00","FM-15","343","73","86",,"66.0","77","160.0","5"
"USW00053963","2005-08-24T10:46:00","FM-15","343","73","90",,"59.0","78",,"0"
"USW00053963","2005-08-24T11:45:00","FM-15","343","73","95",,"50.0","79","270.0","5"
"USW00053963","2005-08-24T12:45:00","FM-15","343","72","95",,"47.0","79",,"0"
"USW00053963","2005-08-24T13:45:00","FM-15","343","72","97",,"44.0","79",,"0"
"USW00053963","2005-08-24T14:45:00","FM-15","343","70","99",,"39.0","78","120.0","5"
"USW00053963","2005-08-24T15:45:00","FM-15","343","70","99",,"39.0","78","190.0","3"
"USW00053963","2005-08-24T16:45:00","FM-15","343","70","99",,"39.0","78","130.0","3"
"USW00053963","2005-08-24T17:45:00","FM-15","343","70","86",,"59.0","75","10.0","15"
"USW00053963","2005-08-24T18:45:00","FM-15","343","73","77","0.11","89.0","74","30.0","7"
"USW00053963","2005-08-24T19:45:00","FM-15","343","72","77",,"83.0","74","90.0","7"
"USW00053963","2005-08-24T20:45:00","FM-15","343","72","77","0.01","83.0","74","90.0","6"
"USW00053963","2005-08-24T21:45:00","FM-15","343","72","77",,"83.0","74","40.0","3"
"USW00053963","2005-08-24T22:45:00","FM-15","343","72","77",,"83.0","74","80.0","3"
"USW00053963","2005-08-24T23:45:00","FM-15","343","72","77",,"83.0","74","90.0","3"
"USW00053963","2005-08-25T00:45:00","FM-15","343","72","77",,"83.0","74",,"0"
"USW00053963","2005-08-25T01:45:00","FM-15","343","72","75",,"89.0","73","90.0","3"
"USW00053963","2005-08-25T02:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-25T03:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-25T04:45:00","FM-15","343","72","73",,"94.0","72",,"0"
"USW00053963","2005-08-25T05:45:00","FM-15","343","72","73",,"94.0","72","100.0","3"
"USW00053963","2005-08-25T06:45:00","FM-15","343","72","73",,"94.0","72","110.0","3"
"USW00053963","2005-08-25T07:45:00","FM-15","343","73","79",,"84.0","75","140.0","3"
"USW00053963","2005-08-25T08:45:00","FM-15","343","73","82",,"74.0","76",,"0"
"USW00053963","2005-08-25T09:45:00","FM-15","343","73","88",,"62.0","77","230.0","3"
"USW00053963","2005-08-25T10:45:00","FM-15","343","73","91",,"56.0","78","230.0","3"
"USW00053963","2005-08-25T11:45:00","FM-15","343","72","91",,"52.0","78","180.0","5"
"USW00053963","2005-08-25T12:45:00","FM-15","343","73","95",,"50.0","79","190.0","3"
"USW00053963","2005-08-25T13:45:00","FM-15","343","72","95",,"47.0","79","120.0","5"
"USW00053963","2005-08-25T14:45:00","FM-15","343","72","97",,"44.0","79","140.0","7"
"USW00053963","2005-08-25T15:45:00","FM-15","343","72","95",,"47.0","79","110.0","8"
"USW00053963","2005-08-25T16:45:00","FM-15","343","72","91",,"52.0","78","150.0","5"
"USW00053963","2005-08-25T17:45:00","FM-15","343","73","91",,"56.0","78","130.0","6"
"USW00053963","2005-08-25T18:45:00","FM-15","343","73","88",,"62.0","77","140.0","3"
"USW00053963","2005-08-25T19:45:00","FM-15","343","73","82",,"74.0","76","130.0","3"
"USW00053963","2005-08-25T20:45:00","FM-15","343","73","82",,"74.0","76","110.0","3"
"USW00053963","2005-08-25T21:45:00","FM-15","343","73","81",,"79.0","75","130.0","5"
"USW00053963","2005-08-25T22:45:00","FM-15","343","73","81",,"79.0","75",,"0"
"USW00053963","2005-08-25T23:45:00","FM-15","343","73","79",,"84.0","75","120.0","3"
"USW00053963","2005-08-26T00:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T01:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T02:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T03:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T04:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T05:45:00","FM-15","343","73","75",,"94.0","74",,"0"
"USW00053963","2005-08-26T06:45:00","FM-15","343","73","77",,"89.0","74",,"0"
"USW00053963","2005-08-26T07:45:00","FM-15","343","73","81",,"79.0","75",,"0"
"USW00053963","2005-08-26T08:45:00","FM-15","343","73","86",,"66.0","77","230.0","5"
"USW00053963","2005-08-26T09:45:00","FM-15","343","73","90",,"59.0","78","210.0","3"
"USW00053963","2005-08-26T10:45:00","FM-15","343","72","91",,"52.0","78","240.0","6"
"USW00053963","2005-08-26T11:45:00","FM-15","343","72","95",,"47.0","79",,"0"
"USW00053963","2005-08-26T12:45:00","FM-15","343","70","95",,"44.0","77",,"0"
"USW00053963","2005-08-26T13:45:00","FM-15","343","70","95",,"44.0","77","180.0","5"
"USW00053963","2005-08-26T14:45:00","FM-15","343","70","97",,"42.0","78",,"0"
"USW00053963","2005-08-26T15:45:00","FM-15","343","70","95",,"44.0","77",,"0"
"USW00053963","2005-08-26T16:45:00","FM-15","343","70","97",,"42.0","78","90.0","5"
"USW00053963","2005-08-26T17:45:00","FM-15","343","70","97",,"42.0","78",,"0"
"USW00053963","2005-08-26T18:45:00","FM-15","343","72","91",,"52.0","78",,"0"
"USW00053963","2005-08-26T19:45:00","FM-15","343","72","86",,"62.0","76",,"0"
"USW00053963","2005-08-26T20:45:00","FM-15","343","72","82",,"70.0","75",,"0"
"USW00053963","2005-08-26T21:45:00","FM-15","343","72","84",,"66.0","76","140.0","3"
"USW00053963","2005-08-26T22:45:00","FM-15","343","72","81",,"74.0","75",,"0"
"USW00053963","2005-08-26T23:45:00","FM-15","343","72","81",,"74.0","75",,"0"
"USW00053963","2005-08-27T00:45:00","FM-15","343","72","81",,"74.0","75",,"0"
"USW00053963","2005-08-27T01:45:00","FM-15","343","72","79",,"79.0","74",,"0"
"USW00053963","2005-08-27T02:45:00","FM-15","343","72","79",,"79.0","74",,"0"
"USW00053963","2005-08-27T03:45:00","FM-15","343","72","75",,"89.0","73",,"0"
"USW00053963","2005-08-27T04:45:00","FM-15","343","72","77",,"83.0","74",,"0"
"USW00053963","2005-08-27T05:45:00","FM-15","343","72","75",,"89.0","73","310.0","3"
"USW00053963","2005-08-27T06:45:00","FM-15","343","72","77",,"83.0","74",,"0"
"USW00053963","2005-08-27T07:45:00","FM-15","343","72","81",,"74.0","75",,"0"
"USW00053963","2005-08-27T08:45:00","FM-15","343","68","84",,"58.0","73","320.0","9"
"USW00053963","2005-08-27T09:46:00","FM-15","343","68","88",,"52.0","74",,"0"
"USW00053963","2005-08-27T10:45:00","FM-15","343","68","91",,"46.0","75","220.0","3"
"USW00053963","2005-08-27T11:45:00","FM-15","343","68","97",,"39.0","77","260.0","3"
"USW00053963","2005-08-27T12:45:00","FM-15","343","66","97",,"37.0","76",,"0"
"USW00053963","2005-08-27T13:45:00","FM-15","343","68","88",,"52.0","74","220.0","5"
"USW00053963","2005-08-27T14:45:00","FM-15","343","64","97",,"34.0","74","20.0","10"
"USW00053963","2005-08-27T15:45:00","FM-15","343","63","93",,"36.0","73","20.0","5"
"USW00053963","2005-08-27T16:45:00","FM-15","343","70","81",,"70.0","74","110.0","7"
"USW00053963","2005-08-27T17:45:00","FM-15","343","70","79",,"74.0","73","120.0","8"
"USW00053963","2005-08-27T18:45:00","FM-15","343","68","77",,"74.0","71","130.0","5"
"USW00053963","2005-08-27T19:45:00","FM-15","343","70","75",,"83.0","72",,"0"
"USW00053963","2005-08-27T20:45:00","FM-15","343","70","73",,"89.0","71",,"0"
"USW00053963","2005-08-27T21:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-27T22:45:00","FM-15","343","70","72",,"94.0","71","350.0","3"
"USW00053963","2005-08-27T23:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-28T00:45:00","FM-15","343","68","72",,"88.0","69","350.0","5"
"USW00053963","2005-08-28T01:45:00","FM-15","343","68","72",,"88.0","69","40.0","3"
"USW00053963","2005-08-28T02:45:00","FM-15","343","68","70",,"94.0","69",,"0"
"USW00053963","2005-08-28T03:45:00","FM-15","343","68","70",,"94.0","69",,"0"
"USW00053963","2005-08-28T04:45:00","FM-15","343","68","68",,"100.0","68",,"0"
"USW00053963","2005-08-28T05:45:00","FM-15","343","68","68",,"100.0","68",,"0"
"USW00053963","2005-08-28T06:45:00","FM-15","343","68","68",,"100.0","68",,"0"
"USW00053963","2005-08-28T07:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-28T08:45:00","FM-15","343","72","77",,"83.0","74","40.0","5"
"USW00053963","2005-08-28T09:45:00","FM-15","343","70","81",,"70.0","74","350.0","3"
"USW00053963","2005-08-28T10:45:00","FM-15","343","68","86",,"55.0","74","130.0","3"
"USW00053963","2005-08-28T11:45:00","FM-15","343","64","88",,"46.0","72","320.0","3"
"USW00053963","2005-08-28T12:45:00","FM-15","343","66","90",,"46.0","74",,"0"
"USW00053963","2005-08-28T13:45:00","FM-15","343","64","91",,"41.0","73",,"0"
"USW00053963","2005-08-28T14:45:00","FM-15","343","64","91",,"41.0","73","110.0","7"
"USW00053963","2005-08-28T15:45:00","FM-15","343","63","93",,"36.0","73",,"0"
"USW00053963","2005-08-28T16:45:00","FM-15","343","64","93",,"39.0","73","110.0","6"
"USW00053963","2005-08-28T17:45:00","FM-15","343","64","90",,"43.0","73","100.0","3"
"USW00053963","2005-08-28T18:45:00","FM-15","343","64","84",,"51.0","71",,"0"
"USW00053963","2005-08-28T19:45:00","FM-15","343","66","82",,"58.0","71",,"0"
"USW00053963","2005-08-28T20:45:00","FM-15","343","68","79",,"70.0","72",,"0"
"USW00053963","2005-08-28T21:45:00","FM-15","343","68","77",,"74.0","71","20.0","3"
"USW00053963","2005-08-28T22:45:00","FM-15","343","70","79",,"74.0","73","40.0","5"
"USW00053963","2005-08-28T23:45:00","FM-15","343","70","77",,"79.0","72","30.0","6"
"USW00053963","2005-08-29T00:45:00","FM-15","343","70","77",,"79.0","72","20.0","5"
"USW00053963","2005-08-29T01:45:00","FM-15","343","70","75",,"83.0","72","20.0","5"
"USW00053963","2005-08-29T02:45:00","FM-15","343","70","73",,"89.0","71","40.0","3"
"USW00053963","2005-08-29T03:45:00","FM-15","343","70","73",,"89.0","71","360.0","3"
"USW00053963","2005-08-29T04:45:00","FM-15","343","68","72",,"88.0","69","350.0","5"
"USW00053963","2005-08-29T05:46:00","FM-15","343","68","73",,"83.0","70","10.0","5"
"USW00053963","2005-08-29T06:45:00","FM-15","343","70","73",,"89.0","71","360.0","5"
"USW00053963","2005-08-29T07:45:00","FM-15","343","70","77",,"79.0","72","VRB","9"
"USW00053963","2005-08-29T08:45:00","FM-15","343","70","81",,"70.0","74","30.0","13"
"USW00053963","2005-08-29T09:45:00","FM-15","343","70","81",,"70.0","74","30.0","9"
"USW00053963","2005-08-29T10:45:00","FM-15","343","70","86",,"59.0","75","VRB","10"
"USW00053963","2005-08-29T11:45:00","FM-15","343","70","88",,"55.0","76","330.0","10"
"USW00053963","2005-08-29T12:45:00","FM-15","343","70","90",,"52.0","76","VRB","10"
"USW00053963","2005-08-29T13:45:00","FM-15","343","68","90",,"49.0","75","30.0","10"
"USW00053963","2005-08-29T14:45:00","FM-15","343","68","88",,"52.0","74","360.0","8"
"USW00053963","2005-08-29T15:45:00","FM-15","343","68","72","0.16","88.0","69","360.0","6"
"USW00053963","2005-08-29T16:45:00","FM-15","343","72","73","0.02","94.0","72","360.0","7"
"USW00053963","2005-08-29T17:45:00","FM-15","343","68","75",,"78.0","70","40.0","3"
"USW00053963","2005-08-29T18:45:00","FM-15","343","70","73",,"89.0","71",,"0"
"USW00053963","2005-08-29T19:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-29T20:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-29T21:45:00","FM-15","343","70","72",,"94.0","71",,"0"
"USW00053963","2005-08-29T22:45:00","FM-15","343","68","70",,"94.0","69",,"0"
"USW00053963","2005-08-29T23:45:00","FM-15","343","68","70",,"94.0","69",,"0"
"USW00053963","2005-08-30T00:45:00","FM-15","343","68","70",,"94.0","69",,"0"
